Nx Ny Nh g path_to_PH
8 46 0.00617541 0.00513817
8 47 0.00647927 0.00912139
8 48 0.00688088 0.00991044
8 49 -0.011207 -0.00958985
8 50 -0.0107878 -0.0149
8 51 -0.0113801 -0.0157795
8 52 0.000589738 -0.00121465
8 53 0.00414783 0.0065832
8 54 0.00126097 0.00486845
8 55 -0.0112233 -0.00852956
8 56 -0.0181087 -0.0207204
8 57 -0.0110259 -0.0150702
8 58 -0.000570943 -0.00243303
8 59 0.00920323 0.0115241
8 60 -0.000355258 0.00404091
8 61 -0.00203259 -0.000522075
8 62 -0.0131278 -0.0154576
8 63 -0.00223684 -0.00620781
8 64 0.00681054 0.00451302
8 65 0.0159377 0.0181786
8 66 0.00674044 0.0107149
8 67 0.00189864 0.00272616
8 68 -0.00420919 -0.00630065
8 69 0.00161625 -0.000979944
8 70 0.0112521 0.00978573
8 71 0.0136652 0.0154854
8 72 0.011358 0.0144376
9 1 0.0361122 0.0529295
9 2 0.0569454 0.0566955
9 3 0.103225 0.0793481
9 4 0.0579658 0.0421863
9 5 0.0339638 0.0337046
9 6 0.0109199 0.0251471
9 7 0.0305921 0.0527522
9 8 0.0908978 0.0867324
9 9 0.142399 0.101544
9 10 0.096395 0.0639097
9 11 0.0285152 0.0274636
9 12 0.00920268 0.0313322
9 13 0.00288758 0.0296477
9 14 0.0849689 0.0784838
9 15 0.105466 0.0666753
9 16 0.0915334 0.051698
9 17 0.00367325 0.00515313
9 18 -0.0155871 0.0141097
9 19 -0.0194243 0.00491403
9 20 0.0456457 0.0442746
9 21 0.0554426 0.0324512
9 22 0.0502416 0.0217348
9 23 -0.0178089 -0.0160115
9 24 -0.0383346 -0.00916656
9 25 -0.0236045 -0.00885797
9 26 0.0181953 0.0207438
9 27 0.0292246 0.0179326
9 28 0.0185404 0.00119114
9 29 -0.0240456 -0.0248264
9 30 -0.0447937 -0.0250773
9 31 -0.0136927 -0.0112045
9 32 0.00851191 0.0101823
9 33 0.0166134 0.0145642
9 34 0.00708606 -0.000552547
9 35 -0.0144025 -0.0148799
9 36 -0.0339128 -0.0270028
9 37 -0.00381597 -0.0100846
9 38 0.00567423 0.004767
9 39 0.00910017 0.0131115
9 40 0.00604074 0.00825455
9 41 -0.00204544 0.000440179
9 42 -0.0150181 -0.0163201
9 43 0.00205339 -0.0103741
9 44 0.00181577 -0.00183043
9 45 -0.000780059 0.0070858
9 46 0.00459105 0.0146239
9 47 0.00468102 0.00915655
9 48 -0.000119683 -0.00625386
9 49 0.00472372 -0.0108665
9 50 -0.0032866 -0.00799236
9 51 -0.0101011 0.000873762
9 52 -0.00123896 0.0125985
9 53 0.00553073 0.0100834
9 54 0.0078812 -0.0015519
9 55 0.00698288 -0.0111333
9 56 -0.00717021 -0.0117902
9 57 -0.0161034 -0.00235136
9 58 -0.00735537 0.0100426
9 59 0.0063652 0.0110228
9 60 0.0126278 -0.000192644
9 61 0.00678613 -0.00834461
9 62 -0.00775946 -0.0121608
9 63 -0.0137596 -0.00268351
9 64 -0.00838675 0.0088316
9 65 0.00673933 0.0107353
9 66 0.014552 0.00167234
9 67 0.00450473 -0.00480555
9 68 -0.00541684 -0.00888013
9 69 -0.00823844 -0.00175279
9 70 -0.00507507 0.00693929
9 71 0.00499888 0.007634
9 72 0.0114806 0.00267136
10 1 0.0338777 0.0534495
10 2 0.0398525 0.0435395
10 3 0.0953562 0.07399
10 4 0.0885301 0.0686891
10 5 0.0937549 0.08539
10 6 0.041377 0.0527684
10 7 0.0108817 0.0393312
10 8 0.0477251 0.0525335
10 9 0.096395 0.0639097
10 10 0.145257 0.1051
10 11 0.0924916 0.0793405
10 12 0.050367 0.066794
10 13 -0.034882 0.00145585
10 14 0.0143873 0.0226772
10 15 0.0485453 0.0223747
10 16 0.108705 0.0632358
10 17 0.0461299 0.0375146
10 18 0.0154962 0.0386901
10 19 -0.0535477 -0.0232715
10 20 -0.0226152 -0.0121298
10 21 0.00894685 -0.0074115
10 22 0.0500677 0.0199427
10 23 0.00895215 0.00565369
10 24 -0.0238433 0.00156324
10 25 -0.041349 -0.0262876
10 26 -0.0316406 -0.0261102
10 27 0.00219867 -0.00930199
10 28 0.0203082 0.00138635
10 29 0.00338716 0.000923871
10 30 -0.0321763 -0.0143958
10 31 -0.0138645 -0.0119445
10 32 -0.0164704 -0.0158279
10 33 0.0109258 0.00819705
10 34 0.0183425 0.00964213
10 35 0.0115658 0.0106646
10 36 -0.0154774 -0.0092211
10 37 0.00257928 -0.00380915
10 38 0.00226837 0.00172919
10 39 0.0131594 0.0182867
10 40 0.019491 0.0212145
10 41 0.01192 0.0118327
10 42 0.00221785 -9.86519e-05
10 43 0.00429989 -0.00843908
10 44 0.00651137 0.00514827
10 45 0.00158766 0.0115205
10 46 0.00899895 0.017356
10 47 -0.000428766 -0.000517894
10 48 0.00506289 -0.0045915
10 49 0.00262329 -0.0126393
10 50 0.000549595 -0.00125188
10 51 -0.0107699 0.00303136
10 52 -0.00923601 0.00374694
10 53 -0.0111621 -0.00970244
10 54 -0.000900638 -0.0137847
10 55 0.00944016 -0.00870023
10 56 -0.000768636 -0.00257484
10 57 -0.0115912 0.00483644
10 58 -0.0197411 -0.00126285
10 59 -0.011163 -0.00860345
10 60 -0.0012308 -0.0158952
10 61 0.0169587 0.00114055
10 62 0.00660236 0.00441409
10 63 -0.00165799 0.0111805
10 64 -0.0140553 0.00354132
10 65 -0.0020354 -0.000500465
10 66 0.00678791 -0.00832321
10 67 0.0140018 0.00443164
10 68 0.0115449 0.0098275
10 69 0.00265832 0.0104617
10 70 -0.00329809 0.00831003
10 71 0.00210873 0.00284593
10 72 0.0113716 0.000272429
11 1 0.0338456 0.0399353
11 2 0.00845272 0.0145383
11 3 0.0331432 0.0336381
11 4 0.05595 0.0518599
11 5 0.0977432 0.0920628
11 6 0.0556149 0.0566131
11 7 0.0291931 0.0357453
11 8 0.00574616 0.0149013
11 9 0.0285152 0.0274636
11 10 0.0924916 0.0793405
11 11 0.134844 0.121505
11 12 0.0906903 0.0868169
11 13 0.00313706 0.0130445
11 14 -0.0158741 -0.00379116
11 15 0.00339766 0.00502788
11 16 0.087271 0.06958
11 17 0.0968693 0.0843412
11 18 0.0851183 0.0783496
11 19 -0.018386 -0.00918209
11 20 -0.0349875 -0.0240345
11 21 -0.0178527 -0.0160222
11 22 0.0473201 0.0369553
11 23 0.0505697 0.0462887
11 24 0.0458068 0.0443223
11 25 -0.0233908 -0.0196964
11 26 -0.0416525 -0.037538
11 27 -0.0235326 -0.0249104
11 28 0.0183021 0.0144614
11 29 0.0285108 0.0286359
11 30 0.0181756 0.0208371
11 31 -0.0137662 -0.0137689
11 32 -0.0330654 -0.0337333
11 33 -0.0139993 -0.0149641
11 34 0.00786728 0.00663886
11 35 0.0165911 0.0169995
11 36 0.00833875 0.0101407
11 37 -0.00269709 -0.00303092
11 38 -0.0143242 -0.0139531
11 39 -0.00211438 0.000422206
11 40 0.00562014 0.00590379
11 41 0.00745166 0.0058461
11 42 0.00552331 0.00477254
11 43 0.00375253 0.00283363
11 44 0.00170058 0.00480056
11 45 0.00462234 0.00923139
11 46 0.00276885 0.00363472
11 47 -0.00276929 -0.00622186
11 48 0.00186166 -0.00175174
11 49 0.00534512 0.00329628
11 50 0.00895722 0.0123886
11 51 0.00561583 0.0101383
11 52 -0.00249449 -0.00117498
11 53 -0.0102171 -0.0132247
11 54 -0.00317914 -0.00791905
11 55 0.0065757 0.00378442
11 56 0.0119786 0.0144863
11 57 0.0063838 0.0110056
11 58 -0.00718656 -0.00458874
11 59 -0.0148435 -0.0171679
11 60 -0.00714005 -0.0117159
11 61 0.00659409 0.00443292
11 62 0.0134374 0.015678
11 63 0.00658933 0.0106471
11 64 -0.00795864 -0.00530215
11 65 -0.0131301 -0.015461
11 66 -0.00776502 -0.0121411
11 67 0.00463234 0.00350108
11 68 0.0111583 0.0131878
11 69 0.00480032 0.00755198
11 70 -0.00526886 -0.00374961
11 71 -0.00831619 -0.010118
11 72 -0.00538913 -0.00890171
12 1 0.0946922 0.0741229
12 2 0.0385883 0.0389417
12 3 0.0319265 0.0473165
12 4 0.0408535 0.0526696
12 5 0.0923083 0.0910808
12 6 0.0869183 0.0732636
12 7 0.0964939 0.0638645
12 8 0.0464395 0.0455825
12 9 0.00920268 0.0313322
12 10 0.050367 0.066794
12 11 0.0906903 0.0868169
12 12 0.142187 0.113112
12 13 0.0486843 0.0222675
12 14 0.0137374 0.0147675
12 15 -0.0342398 -0.00604422
12 16 0.0153924 0.0385878
12 17 0.0451005 0.0447869
12 18 0.105009 0.0712703
12 19 0.00909103 -0.00737946
12 20 -0.022302 -0.0188723
12 21 -0.0516659 -0.0292033
12 22 -0.0241122 0.00150242
12 23 0.00910931 0.0120503
12 24 0.0483925 0.0266434
12 25 0.00229263 -0.00928437
12 26 -0.0313931 -0.0318743
12 27 -0.0407802 -0.0308668
12 28 -0.0321739 -0.0144422
12 29 0.00405905 0.00590429
12 30 0.0203911 0.00731661
12 31 0.010735 0.00816562
12 32 -0.016818 -0.0190576
12 33 -0.0141103 -0.0131466
12 34 -0.0153685 -0.00926198
12 35 0.0116771 0.0117901
12 36 0.0186192 0.0128224
12 37 0.0129866 0.0182893
12 38 0.00214778 0.00263056
12 39 0.00290158 -0.000816116
12 40 0.00201565 -0.000169797
12 41 0.0111527 0.00864319
12 42 0.0190372 0.0200856
12 43 0.00162702 0.0115739
12 44 0.00710996 0.00994406
12 45 0.00503012 -0.00264837
12 46 0.0049597 -0.00459649
12 47 -0.00134062 -0.00636585
12 48 0.00777953 0.0123515
12 49 -0.0107865 0.00309563
12 50 0.00125354 0.00490635
12 51 0.00312735 -0.0063249
12 52 -0.000867231 -0.0137556
12 53 -0.0113537 -0.0158875
12 54 -0.00975938 -0.00236783
12 55 -0.0116114 0.00488865
12 56 -0.000490629 0.00398952
12 57 0.00935707 -0.00208052
12 58 -0.00116613 -0.0158636
12 59 -0.010982 -0.0151559
12 60 -0.0192144 -0.00763981
12 61 -0.00165687 0.0111924
12 62 0.00658394 0.0106661
12 63 0.0166211 0.00670741
12 64 0.00684566 -0.00833192
12 65 -0.00223368 -0.00622746
12 66 -0.0137551 -0.00268676
12 67 0.00259156 0.0104329
12 68 0.0115458 0.0144745
12 69 0.0138945 0.00804168
12 70 0.011271 0.000224889
12 71 0.00176186 -0.000922699
12 72 -0.00360123 0.0035184
13 1 0.0521864 0.0255866
13 2 0.0181298 0.0153118
13 3 -0.0117675 0.0103472
13 4 -0.0280311 -0.00508297
13 5 -0.0123026 -0.00226017
13 6 0.0179814 0.00558178
13 7 0.109648 0.0580765
13 8 0.0465697 0.0371963
13 9 0.00288758 0.0296477
13 10 -0.034882 0.00145585
13 11 0.00313706 0.0130445
13 12 0.0486843 0.0222675
13 13 0.155186 0.0917014
13 14 0.0893875 0.0694394
13 15 0.022459 0.0456608
13 16 -0.0223469 0.0182922
13 17 0.0230148 0.0291573
13 18 0.0944517 0.0514472
13 19 0.114713 0.0707804
13 20 0.0924025 0.0741507
13 21 0.0178524 0.0377699
13 22 -0.00972087 0.023448
13 23 0.017386 0.0227459
13 24 0.0979707 0.0581847
13 25 0.0588035 0.0402272
13 26 0.0564528 0.0495004
13 27 -0.00585961 0.00911696
13 28 -0.0189887 0.00635156
13 29 -0.00706019 -0.00244539
13 30 0.0584442 0.0362371
13 31 0.0142638 0.0124572
13 32 0.0169081 0.0161964
13 33 -0.0235958 -0.0208415
13 34 -0.0348403 -0.0238549
13 35 -0.0244134 -0.0233067
13 36 0.0156818 0.00874392
13 37 -0.00203692 0.00694772
13 38 -0.00649471 -0.00555969
13 39 -0.0210516 -0.0273607
13 40 -0.0342692 -0.0371782
13 41 -0.0200363 -0.0198788
13 42 -0.00674811 -0.00332185
13 43 0.000901135 0.0170727
13 44 -0.005626 -0.00303894
13 45 -0.0016806 -0.0131031
13 46 -0.0153599 -0.0254361
13 47 7.29895e-05 0.000461006
13 48 -0.00451281 0.00805052
13 49 0.00364493 0.021358
13 50 0.00436441 0.00703627
13 51 0.0142146 -0.0019769
13 52 0.0102659 -0.00502633
13 53 0.0142509 0.0124441
13 54 0.00571223 0.0212091
13 55 -0.00701013 0.013724
13 56 0.00474137 0.00682789
13 57 0.0128789 -0.00619445
13 58 0.0221469 0.000456274
13 59 0.0123785 0.00919292
13 60 0.00535105 0.0220736
13 61 -0.0197496 -0.00127301
13 62 -0.00719092 -0.00457351
13 63 -0.00117073 -0.0158564
13 64 0.0129459 -0.00733682
13 65 -0.000588193 -0.00245976
13 66 -0.0073707 0.0100166
13 67 -0.0173876 -0.00615143
13 68 -0.0151178 -0.012963
13 69 -0.00588697 -0.0148458
13 70 -0.000359074 -0.0137384
13 71 -0.00523613 -0.00616207
13 72 -0.0150218 -0.00209926
14 1 0.0540114 0.0475478
14 2 0.0522666 0.0495696
14 3 0.0533463 0.053795
14 4 0.0058175 0.012489
14 5 -0.0113074 -0.0021017
14 6 0.0053313 0.00739547
14 7 0.0870444 0.0697758
14 8 0.0974377 0.0877834
14 9 0.0849689 0.0784838
14 10 0.0143873 0.0226772
14 11 -0.0158741 -0.00379116
14 12 0.0137374 0.0147675
14 13 0.0893875 0.0694394
14 14 0.136845 0.119104
14 15 0.0868157 0.0782438
14 16 0.018043 0.0262253
14 17 -0.0193943 -0.00725674
14 18 0.0181083 0.0174105
14 19 0.0545131 0.0445459
14 20 0.100631 0.0880681
14 21 0.0527348 0.051637
14 22 0.0082974 0.0163596
14 23 -0.0262254 -0.0183345
14 24 0.00874963 0.00862682
14 25 0.0226556 0.020535
14 26 0.057523 0.0555086
14 27 0.0227094 0.0260392
14 28 -0.00975764 -0.00290117
14 29 -0.0360354 -0.033856
14 30 -0.00970242 -0.00968361
14 31 0.00246122 0.00232254
14 32 0.0264114 0.0276793
14 33 0.00275059 0.00362573
14 34 -0.0207914 -0.0186649
14 35 -0.0321196 -0.0327221
14 36 -0.0210548 -0.0222042
14 37 -0.00286351 -0.00186033
14 38 0.00606401 0.00571398
14 39 -0.00338188 -0.00549113
14 40 -0.017721 -0.0182767
14 41 -0.0158649 -0.0139292
14 42 -0.0175467 -0.0169601
14 43 0.000156332 0.00233075
14 44 -0.00123803 -0.00332982
14 45 -0.000703696 -0.00441075
14 46 -0.00492304 -0.00485845
14 47 0.00477852 0.0093524
14 48 -0.00395306 0.000853042
14 49 0.00168507 0.00376873
14 50 -0.00230436 -0.00501207
14 51 0.00126583 -0.00347903
14 52 0.00815698 0.00723146
14 53 0.0158622 0.0192547
14 54 0.00870534 0.0143014
14 55 -0.00431138 -0.00157094
14 56 -0.00685727 -0.00944972
14 57 -0.00415584 -0.0092139
14 58 0.0123876 0.00921673
14 59 0.0167937 0.0190933
14 60 0.0121314 0.0166951
14 61 -0.0111631 -0.00863064
14 62 -0.0148449 -0.0171689
14 63 -0.0109883 -0.0151369
14 64 0.00655117 0.00376526
14 65 0.00920129 0.0115235
14 66 0.00636328 0.0109971
14 67 -0.00970649 -0.00848693
14 68 -0.0166736 -0.0188266
14 69 -0.00978676 -0.0127289
14 70 -0.000298628 -0.00187099
14 71 0.00364414 0.0053464
14 72 -0.000116862 0.00359253
15 1 -0.0115001 0.0103658
15 2 0.0179863 0.0200734
15 3 0.0507206 0.031641
15 4 0.017767 0.00560414
15 5 -0.012294 -0.00838187
15 6 -0.027766 -0.00996802
15 7 0.00302556 0.0297157
15 8 0.0454004 0.0445748
15 9 0.105466 0.0666753
15 10 0.0485453 0.0223747
15 11 0.00339766 0.00502788
15 12 -0.0342398 -0.00604422
15 13 0.022459 0.0456608
15 14 0.0868157 0.0782438
15 15 0.15018 0.101805
15 16 0.0943457 0.0514932
15 17 0.0232869 0.0211279
15 18 -0.0213772 0.00993218
15 19 0.0179073 0.0378859
15 20 0.0896886 0.082014
15 21 0.109962 0.0780174
15 22 0.0979774 0.0582958
15 23 0.0172141 0.0155613
15 24 -0.00916825 0.0159199
15 25 -0.00571959 0.00914594
15 26 0.0552599 0.0561565
15 27 0.0574658 0.0454651
15 28 0.0582424 0.0364745
15 29 -0.00750838 -0.00802433
15 30 -0.0188542 -0.000410602
15 31 -0.0230997 -0.0208882
15 32 0.0173154 0.0198303
15 33 0.0145802 0.0137373
15 34 0.0155022 0.00878215
15 35 -0.0243248 -0.0245254
15 36 -0.0345356 -0.0272876
15 37 -0.0207685 -0.0274333
15 38 -0.00614405 -0.00668481
15 39 -0.00222251 0.00345274
15 40 -0.006544 -0.00334857
15 41 -0.0192713 -0.0162677
15 42 -0.0335309 -0.0357538
15 43 -0.00176077 -0.013152
15 44 -0.00610162 -0.00850488
15 45 0.000192265 0.0104963
15 46 -0.0044736 0.00800768
15 47 0.000841779 0.00707726
15 48 -0.0141042 -0.0197191
15 49 0.0142143 -0.00200204
15 50 0.00368691 9.10399e-05
15 51 0.00301391 0.0141753
15 52 0.00568238 0.0212132
15 53 0.0142775 0.0195085
15 54 0.0105846 0.00192118
15 55 0.0128595 -0.0062333
15 56 0.00443764 -0.00064417
15 57 -0.00695446 0.00613927
15 58 0.00535492 0.0220878
15 59 0.0121377 0.016716
15 60 0.0213865 0.00776972
15 61 -0.00123201 -0.0159117
15 62 -0.00714011 -0.0117337
15 63 -0.0192154 -0.00763494
15 64 -0.00738248 0.0100237
15 65 -0.000345541 0.00406111
15 66 0.0126317 -0.000193018
15 67 -0.00581695 -0.0148512
15 68 -0.0150205 -0.0182853
15 69 -0.0171279 -0.0102736
15 70 -0.0148564 -0.0020899
15 71 -0.00483522 -0.00190817
15 72 2.09678e-05 -0.0082924
16 1 -0.00922371 0.0183281
16 2 0.00625128 0.0125622
16 3 0.0570942 0.0344705
16 4 0.0564815 0.0344945
16 5 0.0557306 0.0472952
16 6 0.00724973 0.0230178
16 7 -0.015447 0.0228289
16 8 0.0140584 0.0223486
16 9 0.0915334 0.051698
16 10 0.108705 0.0632358
16 11 0.087271 0.06958
16 12 0.0153924 0.0385878
16 13 -0.0223469 0.0182922
16 14 0.018043 0.0262253
16 15 0.0943457 0.0514932
16 16 0.150118 0.0864368
16 17 0.0890516 0.0695777
16 18 0.0179022 0.0443255
16 19 -0.0297842 0.00362645
16 20 0.00841207 0.0163466
16 21 0.0578027 0.0294606
16 22 0.115384 0.06322
16 23 0.0541302 0.0440305
16 24 0.00745976 0.0322183
16 25 -0.0383042 -0.0174459
16 26 -0.00985914 -0.00294292
16 27 0.0229707 0.00896501
16 28 0.0647657 0.0358806
16 29 0.023078 0.0202971
16 30 -0.0100109 0.0109667
16 31 -0.0335983 -0.029478
16 32 -0.0216807 -0.0185293
16 33 0.00167854 -0.000355736
16 34 0.0265655 0.0167701
16 35 0.00229652 0.00237833
16 36 -0.0211102 -0.0112211
16 37 -0.018927 -0.0255264
16 38 -0.0186979 -0.0182105
16 39 -0.00220361 0.00559447
16 40 0.0063296 0.00945506
16 41 -0.00324799 -0.00180353
16 42 -0.0189481 -0.0207887
16 43 0.00208165 -0.0114953
16 44 -0.00479008 -0.00478381
16 45 0.0018837 0.0161684
16 46 0.00115024 0.0139753
16 47 9.4585e-05 0.00233106
16 48 -0.00673618 -0.0164279
16 49 0.0167993 -0.00273249
16 50 0.00841785 0.0072159
16 51 0.00251382 0.0186405
16 52 -0.000167908 0.0167802
16 53 0.00162191 0.00373337
16 54 0.00727285 -0.00730165
16 55 0.0191397 -0.00413602
16 56 0.0123446 0.0091688
16 57 -0.00463016 0.0141759
16 58 -0.00700427 0.0137222
16 59 -0.00430772 -0.00154815
16 60 0.0128625 -0.00621106
16 61 0.00943027 -0.00869733
16 62 0.00657756 0.00376428
16 63 -0.0116098 0.00486943
16 64 -0.0167181 0.00486516
16 65 -0.0112222 -0.0085138
16 66 0.00697945 -0.0111115
16 67 0.00297952 -0.00783678
16 68 -0.000405704 -0.0018549
16 69 -0.00996422 0.000262437
16 70 -0.0178152 -0.0023902
16 71 -0.0101059 -0.00846219
16 72 -0.0007543 -0.0130918
17 1 -0.0114957 -0.00222404
17 2 -0.0272306 -0.0200183
17 3 -0.011755 -0.00836457
17 4 0.0174624 0.0153689
17 5 0.0477 0.0440652
17 6 0.0175337 0.0201086
17 7 0.00355087 0.0132379
17 8 -0.0329334 -0.0214702
17 9 0.00367325 0.00515313
17 10 0.0461299 0.0375146
17 11 0.0968693 0.0843412
17 12 0.0451005 0.0447869
17 13 0.0230148 0.0291573
17 14 -0.0193943 -0.00725674
17 15 0.0232869 0.0211279
17 16 0.0890516 0.0695777
17 17 0.139888 0.122575
17 18 0.0865865 0.078337
17 19 0.0175585 0.0231074
17 20 -0.00802589 0.000449472
17 21 0.0173342 0.0158094
17 22 0.0923968 0.0744658
17 23 0.100187 0.0929034
17 24 0.0896775 0.0822181
17 25 -0.00664352 -0.00235943
17 26 -0.0185419 -0.014288
17 27 -0.00722733 -0.00796421
17 28 0.055795 0.0501783
17 29 0.0547078 0.0562476
17 30 0.0548048 0.0565934
17 31 -0.0229354 -0.0234607
17 32 -0.0339194 -0.0343657
17 33 -0.023336 -0.0246371
17 34 0.0163479 0.0162852
17 35 0.0152362 0.0164053
17 36 0.0169349 0.0198764
17 37 -0.0192038 -0.0200772
17 38 -0.0320994 -0.0329282
17 39 -0.0187161 -0.0164187
17 40 -0.0058045 -0.00560336
17 41 -0.00256843 -0.00365261
17 42 -0.00565982 -0.00669885
17 43 -0.00016212 0.000410708
17 44 -0.0115787 -0.00804213
17 45 0.000686952 0.00702547
17 46 -0.0054304 -0.00312997
17 47 -0.00124064 -0.00294904
17 48 -0.00594916 -0.00852785
17 49 0.0142897 0.0125008
17 50 0.0112411 0.016207
17 51 0.0143121 0.0195215
17 52 0.00429986 0.00704128
17 53 0.00171408 -0.000553563
17 54 0.00365329 0.000141507
17 55 0.0123319 0.00919764
17 56 0.0198401 0.0228216
17 57 0.0121137 0.0166808
17 58 0.00474388 0.00679687
17 59 -0.0068586 -0.00945607
17 60 0.00443426 -0.000618281
17 61 -0.000788556 -0.00254788
17 62 0.0119762 0.0144889
17 63 -0.000477683 0.00396183
17 64 -0.00724316 -0.00467315
17 65 -0.0181132 -0.0207318
17 66 -0.00718808 -0.0117674
17 67 -0.00502813 -0.00613348
17 68 0.000766236 0.00288783
17 69 -0.00469361 -0.00191614
17 70 -0.0146137 -0.0130278
17 71 -0.016566 -0.0187597
17 72 -0.0146875 -0.0183061
18 1 0.0565275 0.0345475
18 2 0.00562003 0.00743994
18 3 -0.00990896 0.0116314
18 4 0.00710429 0.022989
18 5 0.0544988 0.0536196
18 6 0.0550969 0.0394273
18 7 0.0914559 0.0517593
18 8 0.0135128 0.0145416
18 9 -0.0155871 0.0141097
18 10 0.0154962 0.0386901
18 11 0.0851183 0.0783496
18 12 0.105009 0.0712703
18 13 0.0944517 0.0514472
18 14 0.0181083 0.0174105
18 15 -0.0213772 0.00993218
18 16 0.0179022 0.0443255
18 17 0.0865865 0.078337
18 18 0.145766 0.0971302
18 19 0.0579218 0.0296241
18 20 0.0088339 0.0086257
18 21 -0.0286156 -0.00355261
18 22 0.00742926 0.0322313
18 23 0.0524754 0.0512898
18 24 0.110542 0.0713402
18 25 0.0228312 0.00903913
18 26 -0.0097557 -0.00969696
18 27 -0.0375642 -0.0228088
18 28 -0.00996563 0.0109966
18 29 0.0229931 0.0258744
18 30 0.0623811 0.0422825
18 31 0.00173343 -0.000371118
18 32 -0.02166 -0.0221169
18 33 -0.0331233 -0.030533
18 34 -0.0208282 -0.0112652
18 35 0.00264404 0.00365738
18 36 0.0265132 0.0203231
18 37 -0.00207122 0.00559677
18 38 -0.0182335 -0.016937
18 39 -0.0179285 -0.0217135
18 40 -0.0186604 -0.0208352
18 41 -0.00363068 -0.0054588
18 42 0.00626484 0.00823708
18 43 0.00190899 0.0161995
18 44 -0.00387445 0.000915282
18 45 0.00296854 -0.00464259
18 46 -0.00679071 -0.0164659
18 47 -0.000742192 -0.00443063
18 48 0.000386013 0.00832071
18 49 0.00253922 0.0186882
18 50 0.00888682 0.0143394
18 51 0.0164938 0.00448239
18 52 0.00719015 -0.00729767
18 53 0.00122101 -0.00353421
18 54 -0.00086288 0.00965274
18 55 -0.00463845 0.0142008
18 56 0.0121038 0.0167094
18 57 0.0183715 0.00346819
18 58 0.0128774 -0.00621646
18 59 -0.00416017 -0.00924056
18 60 -0.00695875 0.00613978
18 61 -0.0116005 0.00485396
18 62 0.00637919 0.0110258
18 63 0.00936231 -0.002088
18 64 0.00697303 -0.01115
18 65 -0.0110344 -0.0150971
18 66 -0.0161159 -0.0023539
18 67 -0.00983695 0.000268458
18 68 -0.000188083 0.00361986
18 69 0.00320829 -0.00352978
18 70 -0.000715541 -0.0131299
18 71 -0.0100575 -0.012737
18 72 -0.0174547 -0.00777638
19 1 0.0123359 -0.00458602
19 2 -0.00605389 -0.00739367
19 3 -0.034773 -0.0164439
19 4 -0.0418924 -0.0244814
19 5 -0.0346797 -0.027085
19 6 -0.00710418 -0.0160657
19 7 0.0578084 0.025717
19 8 0.00940983 0.00576762
19 9 -0.0194243 0.00491403
19 10 -0.0535477 -0.0232715
19 11 -0.018386 -0.00918209
19 12 0.00909103 -0.00737946
19 13 0.114713 0.0707804
19 14 0.0545131 0.0445459
19 15 0.0179073 0.0378859
19 16 -0.0297842 0.00362645
19 17 0.0175585 0.0231074
19 18 0.0579218 0.0296241
19 19 0.138902 0.107521
19 20 0.08973 0.0792107
19 21 0.0364896 0.0514321
19 22 0.00286821 0.027069
19 23 0.0334262 0.0369142
19 24 0.09359 0.0645696
19 25 0.0904626 0.0805196
19 26 0.0840684 0.0819459
19 27 0.0211207 0.0304976
19 28 0.00656316 0.0225288
19 29 0.016957 0.0185223
19 30 0.0838393 0.0685121
19 31 0.0350796 0.036938
19 32 0.0424462 0.0435693
19 33 -0.0074744 -0.0103535
19 34 -0.0138835 -0.0115413
19 35 -0.0101153 -0.0134654
19 36 0.039703 0.036206
19 37 0.00644654 0.0149518
19 38 0.00631042 0.00601272
19 39 -0.018988 -0.029653
19 40 -0.0282226 -0.038304
19 41 -0.0190179 -0.0230216
19 42 0.00476174 0.00759913
19 43 0.00190755 0.0167705
19 44 -0.00393176 -0.00280686
19 45 -0.0092245 -0.0204961
19 46 -0.0219948 -0.0352122
19 47 -0.0078746 -0.00818312
19 48 -0.00365334 0.00696525
19 49 0.00464191 0.0210878
19 50 0.00144372 0.00453801
19 51 0.00464624 -0.00723933
19 52 -0.00253437 -0.0147431
19 53 0.00556737 0.00616392
19 54 0.00256527 0.0173691
19 55 -0.000171093 0.0167795
19 56 0.00430369 0.00705765
19 57 0.00719691 -0.00728382
19 58 0.0102662 -0.00502594
19 59 0.00815067 0.00722162
19 60 0.00568624 0.0212116
19 61 -0.00924711 0.00373776
19 62 -0.00249593 -0.00116938
19 63 -0.000868359 -0.0137539
19 64 0.00738447 -0.00830659
19 65 0.000571503 -0.00123051
19 66 -0.00125484 0.012583
19 67 -0.00949412 -0.00228773
19 68 -0.00850697 -0.00874642
19 69 -0.00402291 -0.0126093
19 70 -0.000567551 -0.0123025
19 71 -0.00289518 -0.00451099
19 72 -0.0074054 0.0015088
20 1 0.00860243 0.00621482
20 2 0.0154318 0.0145445
20 3 0.00866976 0.0118477
20 4 -0.0240738 -0.0174918
20 5 -0.0436095 -0.0353996
20 6 -0.0241878 -0.0219146
20 7 0.0470683 0.0368698
20 8 0.044986 0.0404453
20 9 0.0456457 0.0442746
20 10 -0.0226152 -0.0121298
20 11 -0.0349875 -0.0240345
20 12 -0.022302 -0.0188723
20 13 0.0924025 0.0741507
20 14 0.100631 0.0880681
20 15 0.0896886 0.082014
20 16 0.00841207 0.0163466
20 17 -0.00802589 0.000449472
20 18 0.0088339 0.0086257
20 19 0.08973 0.0792107
20 20 0.137788 0.127101
20 21 0.087939 0.086146
